code_module,code_presentation,id_student,site_count
BBB,2013J,492286,215
BBB,2013J,492478,251
BBB,2013J,492726,210
BBB,2013J,493453,121
BBB,2013J,493465,273
BBB,2013J,493999,54
BBB,2013J,494214,284
BBB,2013J,494471,379
BBB,2013J,494789,490
BBB,2013J,494896,39
BBB,2013J,494960,327
BBB,2013J,495035,64
BBB,2013J,495449,329
BBB,2013J,495509,57
BBB,2013J,495625,141
BBB,2013J,495879,520
BBB,2013J,495913,99
BBB,2013J,496091,82
BBB,2013J,496334,134
BBB,2013J,496442,111
BBB,2013J,496764,555
BBB,2013J,497130,1104
BBB,2013J,497632,209
BBB,2013J,497925,2
BBB,2013J,498543,54
BBB,2013J,498635,180
BBB,2013J,498755,159
BBB,2013J,498841,50
BBB,2013J,498892,9
BBB,2013J,499373,74
BBB,2013J,499624,98
BBB,2013J,499822,47
BBB,2013J,500016,216
BBB,2013J,500135,211
BBB,2013J,500279,10
BBB,2013J,500552,276
BBB,2013J,500625,7
BBB,2013J,500668,415
BBB,2013J,501053,100
BBB,2013J,501208,83
BBB,2013J,501637,526
BBB,2013J,501862,4
BBB,2013J,501945,176
BBB,2013J,503322,412
BBB,2013J,503516,211
BBB,2013J,503804,382
BBB,2013J,503878,32
BBB,2013J,504013,32
BBB,2013J,504022,42
BBB,2013J,504466,380
BBB,2013J,504635,67
BBB,2013J,505413,79
BBB,2013J,505595,17
BBB,2013J,506185,307
BBB,2013J,506248,117
BBB,2013J,506804,509
BBB,2013J,506980,43
BBB,2013J,507016,192
BBB,2013J,507279,38
BBB,2013J,507387,76
BBB,2013J,507676,43
BBB,2013J,508028,441
BBB,2013J,508047,61
BBB,2013J,508079,370
BBB,2013J,508414,4
BBB,2013J,508422,20
BBB,2013J,508517,28
BBB,2013J,508759,991
BBB,2013J,509036,127
BBB,2013J,509236,99
BBB,2013J,509258,53
BBB,2013J,509390,20
BBB,2013J,509607,1207
BBB,2013J,509845,177
BBB,2013J,509913,212
BBB,2013J,510149,853
BBB,2013J,510438,6
BBB,2013J,510776,122
BBB,2013J,510868,5
BBB,2013J,511678,1962
BBB,2013J,512417,681
BBB,2013J,512581,653
BBB,2013J,512775,100
BBB,2013J,512839,59
BBB,2013J,512883,35
BBB,2013J,512940,152
BBB,2013J,512977,88
BBB,2013J,513076,91
BBB,2013J,513836,206
BBB,2013J,514043,71
BBB,2013J,514074,161
BBB,2013J,514302,272
BBB,2013J,514445,187
BBB,2013J,514776,360
BBB,2013J,514864,723
BBB,2013J,515203,45
BBB,2013J,515417,17
BBB,2013J,515646,328
BBB,2013J,515676,159
BBB,2013J,516165,1
BBB,2013J,516214,43
BBB,2013J,516364,143
BBB,2013J,516447,1
BBB,2013J,516926,66
BBB,2013J,517000,1326
BBB,2013J,517016,7
BBB,2013J,517231,1232
BBB,2013J,517352,241
BBB,2013J,517553,36
BBB,2013J,518029,48
BBB,2013J,518126,98
BBB,2013J,518223,290
BBB,2013J,518258,1075
BBB,2013J,518496,297
BBB,2013J,519294,176
BBB,2013J,519584,440
BBB,2013J,519622,43
BBB,2013J,519945,10
BBB,2013J,520002,969
BBB,2013J,520006,88
BBB,2013J,520024,98
BBB,2013J,520100,10
BBB,2013J,520286,413
BBB,2013J,520325,127
BBB,2013J,521341,865
BBB,2013J,521509,98
BBB,2013J,521590,703
BBB,2013J,521666,1
BBB,2013J,521895,75
BBB,2013J,521957,93
BBB,2013J,522426,506
BBB,2013J,522434,491
BBB,2013J,522441,148
BBB,2013J,522443,162
BBB,2013J,522446,1537
BBB,2013J,522529,460
BBB,2013J,522622,10
BBB,2013J,522650,27
BBB,2013J,522714,705
BBB,2013J,522792,931
BBB,2013J,522889,267
BBB,2013J,522891,295
BBB,2013J,522894,647
BBB,2013J,522899,591
BBB,2013J,523331,4
BBB,2013J,523466,370
BBB,2013J,523545,151
BBB,2013J,523655,137
BBB,2013J,523757,34
BBB,2013J,523857,606
BBB,2013J,523875,1157
BBB,2013J,523928,658
BBB,2013J,524076,10
BBB,2013J,524496,34
BBB,2013J,524790,1396
BBB,2013J,525877,113
BBB,2013J,525885,180
BBB,2013J,525974,763
BBB,2013J,526088,45
BBB,2013J,526177,92
BBB,2013J,526810,272
BBB,2013J,527393,314
BBB,2013J,527580,441
BBB,2013J,527636,170
BBB,2013J,527799,541
BBB,2013J,528056,13
BBB,2013J,528204,19
BBB,2013J,528464,101
BBB,2013J,529000,16
BBB,2013J,529163,6
BBB,2013J,529597,43
BBB,2013J,529795,51
BBB,2013J,530021,81
BBB,2013J,530112,2
BBB,2013J,530487,645
BBB,2013J,530514,102
BBB,2013J,530753,113
BBB,2013J,530841,510
BBB,2013J,531384,1008
BBB,2013J,531643,1021
BBB,2013J,532114,28
BBB,2013J,532335,659
BBB,2013J,532477,886
BBB,2013J,532615,206
BBB,2013J,532739,55
BBB,2013J,532750,191
BBB,2013J,532839,111
BBB,2013J,532868,923
BBB,2013J,532869,320
BBB,2013J,533091,52
BBB,2013J,533164,49
BBB,2013J,533301,75
BBB,2013J,533414,21
BBB,2013J,533449,7
BBB,2013J,534133,800
BBB,2013J,534323,207
BBB,2013J,534816,92
BBB,2013J,534946,119
BBB,2013J,534998,700
BBB,2013J,535269,27
BBB,2013J,535379,138
BBB,2013J,535833,120
BBB,2013J,536318,293
BBB,2013J,536487,15
BBB,2013J,536632,75
BBB,2013J,536649,181
BBB,2013J,536660,159
BBB,2013J,536663,42
BBB,2013J,536666,100
BBB,2013J,536852,188
BBB,2013J,536992,155
BBB,2013J,537271,15
BBB,2013J,538210,143
BBB,2013J,539414,2
BBB,2013J,539426,12
BBB,2013J,539670,9
BBB,2013J,540005,5
BBB,2013J,540249,436
BBB,2013J,540293,183
BBB,2013J,540521,129
BBB,2013J,540602,190
BBB,2013J,540682,484
BBB,2013J,541171,145
BBB,2013J,541274,379
BBB,2013J,541586,948
BBB,2013J,541702,204
BBB,2013J,542296,477
BBB,2013J,542472,6
BBB,2013J,542562,49
BBB,2013J,542574,212
BBB,2013J,542707,285
BBB,2013J,543021,69
BBB,2013J,543279,73
BBB,2013J,543418,26
BBB,2013J,543428,849
BBB,2013J,544122,276
BBB,2013J,545200,122
BBB,2013J,545297,11
BBB,2013J,545298,75
BBB,2013J,545443,129
BBB,2013J,545462,1132
BBB,2013J,546196,201
BBB,2013J,546941,336
BBB,2013J,547311,334
BBB,2013J,547718,193
BBB,2013J,547979,7
BBB,2013J,548197,288
BBB,2013J,548899,181
BBB,2013J,549129,135
BBB,2013J,549226,128
BBB,2013J,549445,220
BBB,2013J,549586,113
BBB,2013J,549745,79
BBB,2013J,549873,21
BBB,2013J,549918,1391
BBB,2013J,550412,76
BBB,2013J,550559,48
BBB,2013J,550880,212
BBB,2013J,550941,414
BBB,2013J,551031,353
BBB,2013J,551136,8
BBB,2013J,551205,67
BBB,2013J,551219,345
BBB,2013J,551234,1247
BBB,2013J,551347,250
BBB,2013J,551628,20
BBB,2013J,551802,243
BBB,2013J,551836,205
BBB,2013J,552116,274
BBB,2013J,552177,17
BBB,2013J,552205,310
BBB,2013J,552339,847
BBB,2013J,552399,442
BBB,2013J,552515,40
BBB,2013J,552622,716
BBB,2013J,552865,2
BBB,2013J,552883,21
BBB,2013J,553078,109
BBB,2013J,553825,58
BBB,2013J,553856,468
BBB,2013J,553893,18
BBB,2013J,554243,166
BBB,2013J,554297,95
BBB,2013J,554314,192
BBB,2013J,554540,362
BBB,2013J,555061,38
BBB,2013J,555346,327
BBB,2013J,555614,852
BBB,2013J,555721,434
BBB,2013J,556062,25
BBB,2013J,556089,128
BBB,2013J,556175,109
BBB,2013J,556228,535
BBB,2013J,556427,60
BBB,2013J,556592,146
BBB,2013J,556637,51
BBB,2013J,556738,25
BBB,2013J,556972,261
BBB,2013J,557652,371
BBB,2013J,558035,178
BBB,2013J,558333,52
BBB,2013J,558533,190
BBB,2013J,558661,107
BBB,2013J,558755,67
BBB,2013J,558962,199
BBB,2013J,558983,560
BBB,2013J,559139,59
BBB,2013J,559168,145
BBB,2013J,559382,377
BBB,2013J,559414,306
BBB,2013J,559584,73
BBB,2013J,559685,180
BBB,2013J,559851,112
BBB,2013J,560030,98
BBB,2013J,560074,220
BBB,2013J,560430,71
BBB,2013J,560567,140
BBB,2013J,560676,112
BBB,2013J,560773,414
BBB,2013J,560920,91
BBB,2013J,561312,508
BBB,2013J,561457,451
BBB,2013J,561534,640
BBB,2013J,561549,158
BBB,2013J,561591,151
BBB,2013J,561640,225
BBB,2013J,561674,10
BBB,2013J,561841,764
BBB,2013J,562090,309
BBB,2013J,562270,682
BBB,2013J,562456,267
BBB,2013J,563174,14
BBB,2013J,563374,383
BBB,2013J,563706,515
BBB,2013J,563733,141
BBB,2013J,563735,246
BBB,2013J,563769,87
BBB,2013J,563794,207
BBB,2013J,564105,876
BBB,2013J,564129,79
BBB,2013J,564144,75
BBB,2013J,564245,296
BBB,2013J,564268,219
BBB,2013J,564596,79
BBB,2013J,564626,138
BBB,2013J,564792,278
BBB,2013J,564898,235
BBB,2013J,564958,345
BBB,2013J,564972,28
BBB,2013J,565393,166
BBB,2013J,565513,513
BBB,2013J,565582,97
BBB,2013J,565607,334
BBB,2013J,565715,475
BBB,2013J,565888,207
BBB,2013J,565919,348
BBB,2013J,566133,156
BBB,2013J,566339,82
BBB,2013J,566346,1181
BBB,2013J,566358,147
BBB,2013J,566369,416
BBB,2013J,566392,405
BBB,2013J,566407,181
BBB,2013J,566415,113
BBB,2013J,566720,329
BBB,2013J,566813,185
BBB,2013J,566814,197
BBB,2013J,567013,16
BBB,2013J,567033,326
BBB,2013J,567059,8
BBB,2013J,567160,51
BBB,2013J,567262,121
BBB,2013J,567363,161
BBB,2013J,567402,232
BBB,2013J,567429,152
BBB,2013J,567500,303
BBB,2013J,567627,138
BBB,2013J,567754,562
BBB,2013J,567915,98
BBB,2013J,567929,298
BBB,2013J,567958,93
BBB,2013J,567979,63
BBB,2013J,568074,264
BBB,2013J,568370,613
BBB,2013J,568474,191
BBB,2013J,568502,136
BBB,2013J,568533,81
BBB,2013J,568609,49
BBB,2013J,568775,82
BBB,2013J,569035,481
BBB,2013J,569141,129
BBB,2013J,569334,32
BBB,2013J,569854,167
BBB,2013J,569862,190
BBB,2013J,569930,396
BBB,2013J,570137,481
BBB,2013J,570157,441
BBB,2013J,570168,1588
BBB,2013J,570177,25
BBB,2013J,570271,831
BBB,2013J,570287,159
BBB,2013J,570351,144
BBB,2013J,570519,14
BBB,2013J,570623,527
BBB,2013J,570759,300
BBB,2013J,570783,223
BBB,2013J,570862,1
BBB,2013J,570864,129
BBB,2013J,570970,16
BBB,2013J,571083,201
BBB,2013J,571441,145
BBB,2013J,571503,285
BBB,2013J,571516,260
BBB,2013J,571554,414
BBB,2013J,571601,35
BBB,2013J,571672,12
BBB,2013J,571681,555
BBB,2013J,571693,205
BBB,2013J,571779,375
BBB,2013J,571871,412
BBB,2013J,571885,300
BBB,2013J,571907,190
BBB,2013J,572051,145
BBB,2013J,572067,483
BBB,2013J,572103,408
BBB,2013J,572131,10
BBB,2013J,572163,118
BBB,2013J,572173,7
BBB,2013J,572277,36
BBB,2013J,572302,138
BBB,2013J,572416,296
BBB,2013J,572436,271
BBB,2013J,572447,36
BBB,2013J,572495,164
BBB,2013J,572504,293
BBB,2013J,572508,428
BBB,2013J,572514,206
BBB,2013J,572733,234
BBB,2013J,572739,30
BBB,2013J,572752,96
BBB,2013J,572765,158
BBB,2013J,572898,272
BBB,2013J,572918,107
BBB,2013J,572937,21
BBB,2013J,573043,291
BBB,2013J,573063,262
BBB,2013J,573159,289
BBB,2013J,573208,77
BBB,2013J,573217,92
BBB,2013J,573223,17
BBB,2013J,573225,100
BBB,2013J,573275,8
BBB,2013J,573411,326
BBB,2013J,573433,888
BBB,2013J,573441,109
BBB,2013J,573453,431
BBB,2013J,573487,16
BBB,2013J,573519,140
BBB,2013J,573578,310
BBB,2013J,573654,362
BBB,2013J,573694,11
BBB,2013J,573777,164
BBB,2013J,573790,301
BBB,2013J,573821,169
BBB,2013J,573831,176
BBB,2013J,573893,224
BBB,2013J,573986,84
BBB,2013J,574002,290
BBB,2013J,574051,98
BBB,2013J,574065,59
BBB,2013J,574125,316
BBB,2013J,574194,340
BBB,2013J,574212,1600
BBB,2013J,574250,673
BBB,2013J,574319,9
BBB,2013J,574320,578
BBB,2013J,574348,739
BBB,2013J,574549,142
BBB,2013J,574648,217
BBB,2013J,574708,91
BBB,2013J,574766,227
BBB,2013J,574783,10
BBB,2013J,574973,507
BBB,2013J,575018,124
BBB,2013J,575089,81
BBB,2013J,575100,83
BBB,2013J,575124,517
BBB,2013J,575281,47
BBB,2013J,575290,379
BBB,2013J,575387,1388
BBB,2013J,575423,44
BBB,2013J,575480,4
BBB,2013J,575520,718
BBB,2013J,575560,235
BBB,2013J,575681,823
BBB,2013J,575927,59
BBB,2013J,575929,215
BBB,2013J,575930,283
BBB,2013J,575982,113
BBB,2013J,576046,3
BBB,2013J,576158,177
BBB,2013J,576226,77
BBB,2013J,576483,201
BBB,2013J,576524,165
BBB,2013J,576600,271
BBB,2013J,576714,115
BBB,2013J,576815,17
BBB,2013J,576841,360
BBB,2013J,576882,229
BBB,2013J,576935,799
BBB,2013J,576940,1359
BBB,2013J,576946,421
BBB,2013J,576947,10
BBB,2013J,576981,128
BBB,2013J,576983,85
BBB,2013J,576996,48
BBB,2013J,577007,9
BBB,2013J,577069,465
BBB,2013J,577096,547
BBB,2013J,577099,295
BBB,2013J,577239,8
BBB,2013J,577256,151
BBB,2013J,577280,289
BBB,2013J,577286,88
BBB,2013J,577347,57
BBB,2013J,577376,337
BBB,2013J,577498,285
BBB,2013J,577648,338
BBB,2013J,577659,60
BBB,2013J,577680,488
BBB,2013J,577692,71
BBB,2013J,577695,5
BBB,2013J,577824,75
BBB,2013J,577905,4
BBB,2013J,577914,440
BBB,2013J,577915,163
BBB,2013J,577949,15
BBB,2013J,577965,35
BBB,2013J,577980,295
BBB,2013J,578030,219
BBB,2013J,578057,44
BBB,2013J,578062,6
BBB,2013J,578109,189
BBB,2013J,578197,282
BBB,2013J,578264,8
BBB,2013J,578362,122
BBB,2013J,578447,58
BBB,2013J,578546,430
BBB,2013J,578578,180
BBB,2013J,578600,404
BBB,2013J,578676,124
BBB,2013J,578717,256
BBB,2013J,578739,2
BBB,2013J,578854,73
BBB,2013J,578953,8
BBB,2013J,579046,10
BBB,2013J,579255,55
BBB,2013J,579259,18
BBB,2013J,579279,210
BBB,2013J,579316,48
BBB,2013J,579486,17
BBB,2013J,579549,154
BBB,2013J,579571,334
BBB,2013J,579575,87
BBB,2013J,579619,885
BBB,2013J,579718,17
BBB,2013J,579762,207
BBB,2013J,580094,749
BBB,2013J,580314,6
BBB,2013J,580328,25
BBB,2013J,580346,1731
BBB,2013J,580360,64
BBB,2013J,580412,50
BBB,2013J,580497,39
BBB,2013J,580540,245
BBB,2013J,580592,140
BBB,2013J,580612,609
BBB,2013J,580646,311
BBB,2013J,580684,136
BBB,2013J,580880,650
BBB,2013J,580883,857
BBB,2013J,580960,383
BBB,2013J,580975,100
BBB,2013J,581027,35
BBB,2013J,581038,254
BBB,2013J,581139,130
BBB,2013J,581235,260
BBB,2013J,581305,115
BBB,2013J,581431,117
BBB,2013J,581530,42
BBB,2013J,581586,172
BBB,2013J,581625,88
BBB,2013J,581657,164
BBB,2013J,581826,115
BBB,2013J,582093,12
BBB,2013J,582123,67
BBB,2013J,582184,121
BBB,2013J,582190,181
BBB,2013J,582218,15
BBB,2013J,582243,63
BBB,2013J,582301,139
BBB,2013J,582305,431
BBB,2013J,582333,385
BBB,2013J,582390,209
BBB,2013J,582394,603
BBB,2013J,582406,58
BBB,2013J,582439,3
BBB,2013J,582446,351
BBB,2013J,582474,594
BBB,2013J,582574,472
BBB,2013J,582578,201
BBB,2013J,582591,376
BBB,2013J,582636,88
BBB,2013J,582650,289
BBB,2013J,582806,10
BBB,2013J,582833,35
BBB,2013J,582878,145
BBB,2013J,582940,148
BBB,2013J,582958,400
BBB,2013J,582963,5
BBB,2013J,582975,207
BBB,2013J,583007,1
BBB,2013J,583012,103
BBB,2013J,583039,239
BBB,2013J,583098,129
BBB,2013J,583113,239
BBB,2013J,583142,221
BBB,2013J,583170,345
BBB,2013J,583191,163
BBB,2013J,583240,196
BBB,2013J,583255,99
BBB,2013J,583301,2
BBB,2013J,583367,17
BBB,2013J,583433,770
BBB,2013J,583459,202
BBB,2013J,583473,337
BBB,2013J,583534,21
BBB,2013J,583598,70
BBB,2013J,583609,461
BBB,2013J,583645,462
BBB,2013J,583708,151
BBB,2013J,583873,448
BBB,2013J,583964,129
BBB,2013J,583970,236
BBB,2013J,583977,64
BBB,2013J,584042,359
BBB,2013J,584178,129
BBB,2013J,584238,33
BBB,2013J,584325,402
BBB,2013J,584408,62
BBB,2013J,584580,39
BBB,2013J,584611,52
BBB,2013J,584735,68
BBB,2013J,584762,148
BBB,2013J,584766,266
BBB,2013J,584813,177
BBB,2013J,585074,7
BBB,2013J,585170,252
BBB,2013J,585200,193
BBB,2013J,585212,196
BBB,2013J,585406,80
BBB,2013J,585603,157
BBB,2013J,585611,196
BBB,2013J,585644,35
BBB,2013J,585652,76
BBB,2013J,585693,1685
BBB,2013J,585764,50
BBB,2013J,585779,519
BBB,2013J,585816,54
BBB,2013J,585915,1
BBB,2013J,585963,42
BBB,2013J,586072,89
BBB,2013J,586078,58
BBB,2013J,586145,145
BBB,2013J,586165,87
BBB,2013J,586346,864
BBB,2013J,586407,49
BBB,2013J,586416,315
BBB,2013J,586440,145
BBB,2013J,586490,37
BBB,2013J,586516,437
BBB,2013J,586535,516
BBB,2013J,586581,235
BBB,2013J,586720,30
BBB,2013J,586742,130
BBB,2013J,586836,62
BBB,2013J,586843,348
BBB,2013J,586882,9
BBB,2013J,586928,103
BBB,2013J,586996,1681
BBB,2013J,587051,52
BBB,2013J,587071,3
BBB,2013J,587192,345
BBB,2013J,587194,51
BBB,2013J,587219,272
BBB,2013J,587223,728
BBB,2013J,587285,19
BBB,2013J,587297,739
BBB,2013J,587409,55
BBB,2013J,587418,341
BBB,2013J,587423,742
BBB,2013J,587564,267
BBB,2013J,587702,531
BBB,2013J,587722,135
BBB,2013J,587732,292
BBB,2013J,587754,108
BBB,2013J,587755,86
BBB,2013J,587810,553
BBB,2013J,587824,103
BBB,2013J,587838,201
BBB,2013J,587923,172
BBB,2013J,587961,188
BBB,2013J,587985,105
BBB,2013J,588117,344
BBB,2013J,588265,150
BBB,2013J,588321,109
BBB,2013J,588355,255
BBB,2013J,588432,37
BBB,2013J,588445,27
BBB,2013J,588642,166
BBB,2013J,588691,1
BBB,2013J,588713,6
BBB,2013J,588883,503
BBB,2013J,588910,404
BBB,2013J,589067,207
BBB,2013J,589123,322
BBB,2013J,589154,15
BBB,2013J,589216,18
BBB,2013J,589296,1413
BBB,2013J,589302,417
BBB,2013J,589411,638
BBB,2013J,589471,133
BBB,2013J,589508,552
BBB,2013J,589509,171
BBB,2013J,589903,220
BBB,2013J,589950,116
BBB,2013J,590107,47
BBB,2013J,590202,509
BBB,2013J,590231,293
BBB,2013J,590305,10
BBB,2013J,590308,59
BBB,2013J,590325,193
BBB,2013J,590360,28
BBB,2013J,590362,166
BBB,2013J,590365,117
BBB,2013J,590372,341
BBB,2013J,590502,251
BBB,2013J,590625,316
BBB,2013J,590667,187
BBB,2013J,590668,34
BBB,2013J,590812,117
BBB,2013J,590867,56
BBB,2013J,590923,22
BBB,2013J,590931,300
BBB,2013J,590994,176
BBB,2013J,591030,82
BBB,2013J,591034,74
BBB,2013J,591223,1319
BBB,2013J,591257,247
BBB,2013J,591273,179
BBB,2013J,591299,446
BBB,2013J,591410,60
BBB,2013J,591414,381
BBB,2013J,591420,159
BBB,2013J,591440,15
BBB,2013J,591501,318
BBB,2013J,591518,214
BBB,2013J,591558,453
BBB,2013J,591574,413
BBB,2013J,591589,316
BBB,2013J,591591,133
BBB,2013J,591721,16
BBB,2013J,591785,107
BBB,2013J,591787,72
BBB,2013J,591820,392
BBB,2013J,591895,2
BBB,2013J,591978,244
BBB,2013J,592081,234
BBB,2013J,592147,446
BBB,2013J,592205,118
BBB,2013J,592256,84
BBB,2013J,592290,192
BBB,2013J,592317,210
BBB,2013J,592322,730
BBB,2013J,592441,217
BBB,2013J,592471,464
BBB,2013J,592480,221
BBB,2013J,592496,784
BBB,2013J,592618,300
BBB,2013J,592624,49
BBB,2013J,592669,16
BBB,2013J,592772,285
BBB,2013J,592815,347
BBB,2013J,592854,131
BBB,2013J,592900,375
BBB,2013J,592949,85
BBB,2013J,592972,69
BBB,2013J,593023,113
BBB,2013J,593081,74
BBB,2013J,593189,23
BBB,2013J,593281,29
BBB,2013J,593299,92
BBB,2013J,593385,294
BBB,2013J,593421,131
BBB,2013J,593427,346
BBB,2013J,593440,8
BBB,2013J,593441,98
BBB,2013J,593443,78
BBB,2013J,593444,315
BBB,2013J,593510,117
BBB,2013J,593513,91
BBB,2013J,593514,122
BBB,2013J,593593,98
BBB,2013J,593613,98
BBB,2013J,593631,384
BBB,2013J,593685,57
BBB,2013J,593692,340
BBB,2013J,593694,2562
BBB,2013J,593695,121
BBB,2013J,593707,181
BBB,2013J,593709,77
BBB,2013J,593711,47
BBB,2013J,593712,220
BBB,2013J,593715,136
BBB,2013J,593727,789
BBB,2013J,593743,315
BBB,2013J,593798,177
BBB,2013J,593871,421
BBB,2013J,593875,502
BBB,2013J,593898,742
BBB,2013J,593900,216
BBB,2013J,593930,21
BBB,2013J,594015,235
BBB,2013J,594038,58
BBB,2013J,594043,403
BBB,2013J,594056,372
BBB,2013J,594208,1
BBB,2013J,594456,245
BBB,2013J,594468,380
BBB,2013J,594497,40
BBB,2013J,594529,365
BBB,2013J,594677,280
BBB,2013J,594693,273
BBB,2013J,594697,17
BBB,2013J,594762,317
BBB,2013J,594776,459
BBB,2013J,594812,65
BBB,2013J,594845,148
BBB,2013J,594928,439
BBB,2013J,595010,36
BBB,2013J,595094,62
BBB,2013J,595095,3
BBB,2013J,595103,305
BBB,2013J,595138,169
BBB,2013J,595232,93
BBB,2013J,595234,5
BBB,2013J,595241,70
BBB,2013J,595295,116
BBB,2013J,595298,46
BBB,2013J,595345,294
BBB,2013J,595436,156
BBB,2013J,595499,60
BBB,2013J,595509,17
BBB,2013J,595570,372
BBB,2013J,595594,33
BBB,2013J,595672,177
BBB,2013J,595678,133
BBB,2013J,595711,24
BBB,2013J,595791,2
BBB,2013J,595818,363
BBB,2013J,595854,192
BBB,2013J,595874,138
BBB,2013J,595877,1
BBB,2013J,595925,214
BBB,2013J,596016,76
BBB,2013J,596017,440
BBB,2013J,596041,28
BBB,2013J,596100,31
BBB,2013J,596107,107
BBB,2013J,596108,159
BBB,2013J,596112,19
BBB,2013J,596114,896
BBB,2013J,596144,135
BBB,2013J,596242,180
BBB,2013J,596275,45
BBB,2013J,596305,249
BBB,2013J,596360,81
BBB,2013J,596372,337
BBB,2013J,596390,53
BBB,2013J,596417,202
BBB,2013J,596451,926
BBB,2013J,596535,236
BBB,2013J,596596,263
BBB,2013J,596641,21
BBB,2013J,596677,22
BBB,2013J,596814,5
BBB,2013J,596847,59
BBB,2013J,596849,55
BBB,2013J,596892,100
BBB,2013J,596897,92
BBB,2013J,596961,245
BBB,2013J,596964,202
BBB,2013J,597033,14
BBB,2013J,597050,384
BBB,2013J,597078,124
BBB,2013J,597102,193
BBB,2013J,597142,12
BBB,2013J,597255,149
BBB,2013J,597286,144
BBB,2013J,597301,265
BBB,2013J,597321,35
BBB,2013J,597451,23
BBB,2013J,597532,174
BBB,2013J,597582,37
BBB,2013J,597689,165
BBB,2013J,597742,203
BBB,2013J,597790,452
BBB,2013J,597866,121
BBB,2013J,597878,388
BBB,2013J,597886,563
BBB,2013J,597894,578
BBB,2013J,598000,313
BBB,2013J,598202,47
BBB,2013J,598230,526
BBB,2013J,598243,257
BBB,2013J,598252,88
BBB,2013J,598253,51
BBB,2013J,598260,109
BBB,2013J,598351,172
BBB,2013J,598462,242
BBB,2013J,598503,188
BBB,2013J,598538,36
BBB,2013J,598562,4
BBB,2013J,598623,439
BBB,2013J,598709,430
BBB,2013J,598760,171
BBB,2013J,598865,161
BBB,2013J,598883,258
BBB,2013J,598907,722
BBB,2013J,598914,151
BBB,2013J,598969,560
BBB,2013J,598986,128
BBB,2013J,599016,40
BBB,2013J,599037,822
BBB,2013J,599230,989
BBB,2013J,599292,542
BBB,2013J,599402,131
BBB,2013J,599423,26
BBB,2013J,599427,4
BBB,2013J,599432,24
BBB,2013J,599434,112
BBB,2013J,599639,270
BBB,2013J,599640,72
BBB,2013J,599644,158
BBB,2013J,599709,235
BBB,2013J,599739,193
BBB,2013J,599748,192
BBB,2013J,599785,135
BBB,2013J,599787,564
BBB,2013J,599794,1407
BBB,2013J,599802,213
BBB,2013J,599836,328
BBB,2013J,599840,128
BBB,2013J,599895,512
BBB,2013J,599908,411
BBB,2013J,599960,27
BBB,2013J,600121,857
BBB,2013J,600211,1
BBB,2013J,600218,8
BBB,2013J,600254,15
BBB,2013J,600263,27
BBB,2013J,600279,742
BBB,2013J,600370,255
BBB,2013J,600428,1
BBB,2013J,600449,32
BBB,2013J,600470,124
BBB,2013J,600476,30
BBB,2013J,600490,167
BBB,2013J,600541,15
BBB,2013J,600579,19
BBB,2013J,600684,1201
BBB,2013J,600740,308
BBB,2013J,600749,17
BBB,2013J,600770,28
BBB,2013J,600771,204
BBB,2013J,600845,4
BBB,2013J,600856,446
BBB,2013J,600966,198
BBB,2013J,600967,15
BBB,2013J,600999,72
BBB,2013J,601243,481
BBB,2013J,601251,344
BBB,2013J,601269,270
BBB,2013J,601346,145
BBB,2013J,601455,143
BBB,2013J,601472,162
BBB,2013J,601497,517
BBB,2013J,601499,506
BBB,2013J,601504,1195
BBB,2013J,601505,198
BBB,2013J,601551,147
BBB,2013J,601558,61
BBB,2013J,601635,300
BBB,2013J,601655,319
BBB,2013J,601706,267
BBB,2013J,601885,127
BBB,2013J,601887,101
BBB,2013J,601896,137
BBB,2013J,601934,368
BBB,2013J,601951,327
BBB,2013J,602009,127
BBB,2013J,602014,297
BBB,2013J,602032,36
BBB,2013J,602066,209
BBB,2013J,602147,95
BBB,2013J,602245,1413
BBB,2013J,602324,68
BBB,2013J,602395,144
BBB,2013J,602458,273
BBB,2013J,602483,63
BBB,2013J,602496,95
BBB,2013J,602598,2
BBB,2013J,602631,10
BBB,2013J,602634,45
BBB,2013J,602652,26
BBB,2013J,602666,9
BBB,2013J,602739,126
BBB,2013J,602767,234
BBB,2013J,602803,200
BBB,2013J,602826,254
BBB,2013J,603012,221
BBB,2013J,603035,53
BBB,2013J,603036,452
BBB,2013J,603038,155
BBB,2013J,603113,5
BBB,2013J,603123,58
BBB,2013J,603165,390
BBB,2013J,603210,210
BBB,2013J,603265,63
BBB,2013J,603270,398
BBB,2013J,603287,69
BBB,2013J,603398,193
BBB,2013J,603440,306
BBB,2013J,603446,379
BBB,2013J,603601,454
BBB,2013J,603627,136
BBB,2013J,603661,344
BBB,2013J,603818,160
BBB,2013J,603908,103
BBB,2013J,603910,90
BBB,2013J,603912,238
BBB,2013J,604079,1
BBB,2013J,604095,47
BBB,2013J,604116,136
BBB,2013J,604147,132
BBB,2013J,604151,177
BBB,2013J,604154,68
BBB,2013J,604161,11
BBB,2013J,604187,378
BBB,2013J,604196,178
BBB,2013J,604200,1736
BBB,2013J,604204,240
BBB,2013J,604238,341
BBB,2013J,604292,989
BBB,2013J,604315,980
BBB,2013J,604356,270
BBB,2013J,604523,17
BBB,2013J,604543,238
BBB,2013J,604556,113
BBB,2013J,604610,8
BBB,2013J,604731,164
BBB,2013J,604752,55
BBB,2013J,604916,287
