id_student,code_module,code_presentation,gender,highest_education,imd_band,age_band,disability,num_of_prev_attempts,studied_credits,site_count,CMA,TMA,Exam,final_result
445230,BBB,2013J,F,A Level or Equivalent,40-50%,35-55,False,0,75,49.0,,,,Withdrawn
445351,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,120,50.0,80.0,51.5,,Withdrawn
445760,BBB,2013J,F,A Level or Equivalent,70-80%,0-35,False,0,60,200.0,96.0,72.66666666666667,,Pass
446345,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,60,72.0,84.0,63.4,,Fail
446873,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,0,90,30.0,,72.0,,Fail
447086,BBB,2013J,M,A Level or Equivalent,30-40%,0-35,False,1,60,66.0,76.0,73.16666666666667,,Pass
447516,BBB,2013J,F,Lower Than A Level,50-60%,0-35,False,0,120,210.0,84.0,69.0,,Pass
464525,BBB,2013J,M,A Level or Equivalent,20-30%,35-55,False,0,120,452.0,88.0,72.5,,Pass
465730,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,2,60,11.0,100.0,73.6,,Fail
466202,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,3,60,151.0,80.0,75.66666666666667,,Pass
466477,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,1,60,167.0,95.0,67.4,,Pass
466800,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,2,60,85.0,73.33333333333333,63.333333333333336,,Pass
466854,BBB,2013J,F,A Level or Equivalent,50-60%,0-35,False,1,120,134.0,80.0,89.0,,Fail
467179,BBB,2013J,F,Lower Than A Level,60-70%,35-55,True,0,100,63.0,,,,Withdrawn
467330,BBB,2013J,F,Lower Than A Level,10-20%,35-55,True,2,150,,,,,Withdrawn
467396,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,1,60,,,66.2,,Withdrawn
467606,BBB,2013J,F,Lower Than A Level,50-60%,0-35,True,1,60,187.0,100.0,90.0,,Withdrawn
467721,BBB,2013J,F,Lower Than A Level,20-30%,35-55,False,0,120,,,,,Withdrawn
468187,BBB,2013J,M,No Formal quals,20-30%,0-35,False,1,120,49.0,,,,Fail
468482,BBB,2013J,F,A Level or Equivalent,40-50%,0-35,True,0,60,5.0,,56.0,,Withdrawn
469878,BBB,2013J,F,A Level or Equivalent,70-80%,0-35,False,0,60,709.0,92.0,76.83333333333333,,Pass
470869,BBB,2013J,F,A Level or Equivalent,30-40%,35-55,False,1,60,210.0,100.0,74.0,,Pass
471196,BBB,2013J,F,A Level or Equivalent,90-100%,35-55,False,0,120,210.0,84.0,73.16666666666667,,Pass
471434,BBB,2013J,F,A Level or Equivalent,10-20%,35-55,False,0,60,149.0,90.0,67.5,,Withdrawn
471711,BBB,2013J,F,A Level or Equivalent,0-10%,35-55,False,1,60,166.0,80.0,48.5,,Pass
472262,BBB,2013J,F,Lower Than A Level,60-70%,35-55,False,0,60,225.0,88.0,51.666666666666664,,Fail
472327,BBB,2013J,M,Lower Than A Level,70-80%,0-35,False,0,120,143.0,76.0,58.666666666666664,,Pass
473509,BBB,2013J,M,Lower Than A Level,90-100%,35-55,False,1,300,,,77.0,,Withdrawn
474071,BBB,2013J,M,Lower Than A Level,90-100%,0-35,True,1,60,183.0,72.0,80.4,,Fail
475215,BBB,2013J,F,A Level or Equivalent,40-50%,0-35,False,0,120,113.0,100.0,94.0,,Withdrawn
475241,BBB,2013J,F,Lower Than A Level,30-40%,0-35,True,0,60,41.0,80.0,60.0,,Fail
475594,BBB,2013J,F,A Level or Equivalent,80-90%,0-35,True,0,210,246.0,100.0,80.0,,Fail
475682,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,1,60,,,,,Withdrawn
476278,BBB,2013J,F,HE Qualification,70-80%,35-55,False,0,60,628.0,92.0,70.4,,Pass
476816,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,False,2,210,133.0,100.0,61.0,,Fail
477319,BBB,2013J,F,HE Qualification,60-70%,35-55,False,0,60,152.0,60.0,59.0,,Withdrawn
477825,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,0,60,112.0,90.0,64.5,,Pass
478069,BBB,2013J,F,Lower Than A Level,10-20%,35-55,False,0,60,101.0,85.0,59.0,,Pass
478718,BBB,2013J,F,Lower Than A Level,30-40%,0-35,False,1,60,17.0,,65.0,,Fail
478967,BBB,2013J,F,A Level or Equivalent,40-50%,35-55,False,1,60,110.0,88.0,48.666666666666664,,Fail
479020,BBB,2013J,F,Lower Than A Level,20-30%,35-55,False,0,210,660.0,80.0,66.5,,Pass
479170,BBB,2013J,F,HE Qualification,20-30%,0-35,False,0,60,581.0,100.0,81.0,,Pass
479305,BBB,2013J,F,Lower Than A Level,20-30%,0-35,False,0,60,345.0,100.0,76.83333333333333,,Pass
479853,BBB,2013J,F,A Level or Equivalent,0-10%,35-55,False,0,60,822.0,92.0,82.66666666666667,,Distinction
480667,BBB,2013J,F,A Level or Equivalent,50-60%,35-55,False,0,60,245.0,86.66666666666667,56.0,,Withdrawn
480888,BBB,2013J,F,Lower Than A Level,70-80%,35-55,False,0,60,255.0,100.0,75.83333333333333,,Distinction
481448,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,1,120,,75.0,63.4,,Fail
482356,BBB,2013J,F,Lower Than A Level,10-20%,0-35,False,0,90,183.0,76.0,79.83333333333333,,Pass
482556,BBB,2013J,F,A Level or Equivalent,90-100%,35-55,False,0,60,48.0,,,,Withdrawn
482680,BBB,2013J,M,A Level or Equivalent,60-70%,0-35,True,0,75,160.0,92.0,81.4,,Pass
482810,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,60,79.0,95.0,82.2,,Pass
483135,BBB,2013J,F,Lower Than A Level,20-30%,35-55,False,1,60,,,,,Withdrawn
483339,BBB,2013J,M,Lower Than A Level,10-20%,35-55,False,1,60,3.0,,,,Withdrawn
483646,BBB,2013J,F,Lower Than A Level,60-70%,35-55,False,0,120,163.0,80.0,61.833333333333336,,Pass
483703,BBB,2013J,F,A Level or Equivalent,40-50%,0-35,False,0,60,154.0,100.0,83.0,,Withdrawn
483744,BBB,2013J,F,Lower Than A Level,80-90%,0-35,True,0,180,262.0,85.0,57.333333333333336,,Withdrawn
483876,BBB,2013J,F,No Formal quals,50-60%,0-35,False,0,120,213.0,90.0,68.6,,Pass
484135,BBB,2013J,F,HE Qualification,70-80%,0-35,False,1,60,89.0,100.0,62.0,,Pass
484301,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,True,0,60,333.0,96.0,75.33333333333333,,Pass
484412,BBB,2013J,F,A Level or Equivalent,0-10%,35-55,False,0,120,546.0,100.0,67.5,,Pass
484446,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,180,,,,,Withdrawn
485006,BBB,2013J,F,Lower Than A Level,10-20%,35-55,True,0,60,448.0,88.0,64.0,,Pass
485439,BBB,2013J,F,Lower Than A Level,0-10%,35-55,True,1,60,35.0,40.0,41.666666666666664,,Withdrawn
485534,BBB,2013J,F,A Level or Equivalent,0-10%,35-55,False,0,60,439.0,100.0,83.16666666666667,,Distinction
485560,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,1,120,,,,,Withdrawn
485762,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,60,193.0,92.0,73.33333333333333,,Pass
485772,BBB,2013J,F,Lower Than A Level,70-80%,0-35,False,0,60,371.0,76.0,72.5,,Fail
486004,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,110.0,68.0,59.0,,Pass
486457,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,False,0,60,110.0,92.0,71.0,,Distinction
486550,BBB,2013J,F,A Level or Equivalent,80-90%,0-35,False,0,60,,,,,Withdrawn
487214,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,0,60,147.0,86.66666666666667,73.5,,Fail
487371,BBB,2013J,F,HE Qualification,10-20%,35-55,False,0,60,197.0,96.0,69.5,,Pass
487681,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,0,60,348.0,90.0,71.8,,Pass
488176,BBB,2013J,F,A Level or Equivalent,30-40%,35-55,False,0,60,7.0,,,,Withdrawn
488195,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,60,188.0,100.0,88.83333333333333,,Pass
488427,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,342.0,88.0,56.0,,Pass
488908,BBB,2013J,F,A Level or Equivalent,90-100%,0-35,True,1,120,,,,,Withdrawn
489320,BBB,2013J,F,Lower Than A Level,70-80%,0-35,True,1,60,72.0,80.0,63.4,,Pass
489889,BBB,2013J,M,A Level or Equivalent,0-10%,0-35,False,0,120,113.0,93.33333333333333,63.0,,Pass
489966,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,0,150,,,,,Withdrawn
490500,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,0,120,33.0,,54.0,,Fail
490677,BBB,2013J,F,A Level or Equivalent,0-10%,35-55,False,0,60,336.0,88.0,76.33333333333333,,Pass
490894,BBB,2013J,F,A Level or Equivalent,10-20%,35-55,False,1,70,309.0,95.0,50.0,,Fail
491097,BBB,2013J,F,Lower Than A Level,0-10%,0-35,True,1,120,32.0,80.0,62.666666666666664,,Fail
491279,BBB,2013J,F,Lower Than A Level,30-40%,35-55,True,1,60,621.0,92.0,76.33333333333333,,Pass
491758,BBB,2013J,F,Lower Than A Level,80-90%,35-55,False,0,60,,,,,Withdrawn
491907,BBB,2013J,F,Lower Than A Level,50-60%,0-35,False,1,60,29.0,100.0,64.0,,Fail
491966,BBB,2013J,F,A Level or Equivalent,60-70%,0-35,False,1,60,57.0,88.0,77.33333333333333,,Pass
492153,BBB,2013J,F,A Level or Equivalent,90-100%,35-55,True,0,120,528.0,96.0,72.6,,Pass
492229,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,True,1,60,,,,,Withdrawn
492247,BBB,2013J,M,Lower Than A Level,20-30%,0-35,False,0,60,19.0,,,,Withdrawn
492286,BBB,2013J,F,Lower Than A Level,80-90%,35-55,False,0,60,215.0,96.0,81.5,,Pass
492478,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,120,251.0,70.0,73.33333333333333,,Withdrawn
492726,BBB,2013J,F,A Level or Equivalent,0-10%,0-35,False,0,60,210.0,80.0,72.33333333333333,,Pass
493453,BBB,2013J,F,Lower Than A Level,70-80%,0-35,False,0,60,121.0,95.0,70.5,,Pass
493465,BBB,2013J,F,A Level or Equivalent,70-80%,0-35,False,0,60,273.0,76.0,68.16666666666667,,Pass
493672,BBB,2013J,F,Lower Than A Level,70-80%,35-55,False,0,60,,,,,Withdrawn
493891,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,60,,,,,Withdrawn
493999,BBB,2013J,F,Lower Than A Level,30-40%,35-55,False,0,60,54.0,,63.5,,Fail
494214,BBB,2013J,F,A Level or Equivalent,50-60%,35-55,False,0,60,284.0,88.0,83.83333333333333,,Distinction
494471,BBB,2013J,F,Lower Than A Level,80-90%,0-35,False,0,90,379.0,76.0,55.5,,Fail
494789,BBB,2013J,F,HE Qualification,80-90%,0-35,False,0,120,490.0,100.0,91.4,,Distinction
494896,BBB,2013J,F,Lower Than A Level,90-100%,0-35,False,0,120,39.0,100.0,74.33333333333333,,Withdrawn
494960,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,120,327.0,88.0,75.2,,Pass
495035,BBB,2013J,F,A Level or Equivalent,70-80%,0-35,True,0,60,64.0,84.0,74.33333333333333,,Pass
495449,BBB,2013J,F,Lower Than A Level,90-100%,0-35,False,0,120,329.0,100.0,71.16666666666667,,Pass
495509,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,60,57.0,92.0,73.16666666666667,,Pass
495625,BBB,2013J,M,A Level or Equivalent,60-70%,0-35,True,0,120,141.0,64.0,72.16666666666667,,Pass
495875,BBB,2013J,F,Lower Than A Level,80-90%,0-35,False,1,60,,,,,Fail
495879,BBB,2013J,F,Lower Than A Level,40-50%,35-55,False,0,60,520.0,92.0,65.25,,Pass
495913,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,2,60,99.0,86.66666666666667,59.8,,Pass
496091,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,1,60,82.0,,78.0,,Fail
496334,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,False,0,60,134.0,100.0,72.6,,Fail
496442,BBB,2013J,F,Lower Than A Level,70-80%,0-35,False,0,60,111.0,76.0,64.5,,Pass
496764,BBB,2013J,F,No Formal quals,30-40%,0-35,False,0,120,555.0,92.0,85.6,,Distinction
497130,BBB,2013J,F,Lower Than A Level,80-90%,35-55,False,0,60,1104.0,100.0,74.16666666666667,,Pass
497632,BBB,2013J,F,A Level or Equivalent,90-100%,0-35,False,1,60,209.0,76.0,75.6,,Pass
497925,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,1,60,2.0,,,,Withdrawn
498543,BBB,2013J,M,Lower Than A Level,50-60%,0-35,False,1,60,54.0,73.33333333333333,60.4,,Pass
498635,BBB,2013J,M,A Level or Equivalent,20-30%,35-55,False,1,60,180.0,100.0,85.16666666666667,,Pass
498755,BBB,2013J,F,A Level or Equivalent,0-10%,0-35,False,0,120,159.0,60.0,52.166666666666664,,Pass
498841,BBB,2013J,F,A Level or Equivalent,70-80%,0-35,False,0,120,50.0,,67.83333333333333,,Withdrawn
498892,BBB,2013J,M,Lower Than A Level,20-30%,35-55,False,0,60,9.0,,70.0,,Fail
499373,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,0,120,74.0,,,,Withdrawn
499624,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,2,60,98.0,93.33333333333333,71.25,,Withdrawn
499822,BBB,2013J,F,HE Qualification,10-20%,0-35,False,0,240,47.0,100.0,63.0,,Withdrawn
500016,BBB,2013J,F,Lower Than A Level,40-50%,35-55,False,0,180,216.0,90.0,77.0,,Pass
500135,BBB,2013J,F,A Level or Equivalent,70-80%,0-35,True,1,60,211.0,60.0,66.25,,Fail
500279,BBB,2013J,F,A Level or Equivalent,60-70%,35-55,False,0,120,10.0,,57.0,,Withdrawn
500552,BBB,2013J,F,Lower Than A Level,60-70%,35-55,False,0,60,276.0,100.0,85.33333333333333,,Pass
500625,BBB,2013J,M,Lower Than A Level,10-20%,0-35,False,0,60,7.0,,,,Withdrawn
500668,BBB,2013J,F,HE Qualification,60-70%,0-35,False,0,120,415.0,76.0,84.6,,Pass
501053,BBB,2013J,F,Lower Than A Level,20-30%,0-35,False,1,120,100.0,93.33333333333333,77.66666666666667,,Fail
501208,BBB,2013J,F,Lower Than A Level,60-70%,35-55,False,1,60,83.0,65.0,47.2,,Pass
501637,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,True,1,120,526.0,88.0,74.66666666666667,,Pass
501862,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,0,60,4.0,,,,Fail
501945,BBB,2013J,F,Lower Than A Level,40-50%,35-55,False,0,60,176.0,90.0,78.0,,Withdrawn
502391,BBB,2013J,M,HE Qualification,10-20%,35-55,False,1,120,,,,,Fail
502452,BBB,2013J,F,A Level or Equivalent,90-100%,35-55,False,0,120,,,,,Withdrawn
502621,BBB,2013J,F,A Level or Equivalent,50-60%,0-35,True,0,120,,,,,Withdrawn
503322,BBB,2013J,F,Lower Than A Level,10-20%,35-55,False,0,60,412.0,76.0,63.0,,Pass
503516,BBB,2013J,F,Lower Than A Level,70-80%,0-35,True,0,60,211.0,80.0,52.5,,Fail
503804,BBB,2013J,F,Lower Than A Level,10-20%,0-35,False,0,60,382.0,64.0,55.166666666666664,,Pass
503878,BBB,2013J,F,Lower Than A Level,50-60%,0-35,True,1,180,32.0,100.0,69.5,,Fail
504013,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,False,1,60,32.0,70.0,65.2,,Pass
504022,BBB,2013J,F,A Level or Equivalent,0-10%,0-35,False,1,120,42.0,85.0,74.33333333333333,,Pass
504466,BBB,2013J,F,Lower Than A Level,50-60%,35-55,False,1,60,380.0,88.0,74.6,,Pass
504635,BBB,2013J,F,HE Qualification,90-100%,0-35,False,0,60,67.0,80.0,80.0,,Pass
504842,BBB,2013J,F,Lower Than A Level,20-30%,0-35,False,0,60,,,,,Withdrawn
505413,BBB,2013J,F,A Level or Equivalent,80-90%,35-55,False,0,60,79.0,70.0,57.333333333333336,,Pass
505595,BBB,2013J,F,Lower Than A Level,10-20%,0-35,True,2,60,17.0,40.0,49.25,,Withdrawn
506185,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,307.0,92.0,71.0,,Fail
506248,BBB,2013J,F,Lower Than A Level,80-90%,0-35,False,0,60,117.0,70.0,67.5,,Fail
506804,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,120,509.0,80.0,63.5,,Pass
506980,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,1,120,43.0,100.0,64.0,,Fail
507016,BBB,2013J,F,A Level or Equivalent,40-50%,0-35,False,0,90,192.0,92.0,71.5,,Pass
507279,BBB,2013J,F,Lower Than A Level,10-20%,0-35,True,0,60,38.0,,56.5,,Fail
507387,BBB,2013J,F,A Level or Equivalent,50-60%,0-35,False,0,60,76.0,100.0,74.5,,Fail
507389,BBB,2013J,F,Lower Than A Level,20-30%,35-55,False,0,60,,,,,Fail
507676,BBB,2013J,F,No Formal quals,20-30%,0-35,False,2,120,43.0,,70.0,,Fail
507944,BBB,2013J,M,A Level or Equivalent,0-10%,35-55,False,0,60,,,,,Withdrawn
508028,BBB,2013J,F,A Level or Equivalent,30-40%,35-55,False,0,60,441.0,96.0,79.2,,Pass
508047,BBB,2013J,F,Lower Than A Level,40-50%,35-55,True,0,120,61.0,,71.0,,Withdrawn
508079,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,0,60,370.0,85.0,64.25,,Pass
508414,BBB,2013J,F,Lower Than A Level,60-70%,35-55,False,1,60,4.0,,,,Withdrawn
508422,BBB,2013J,M,Lower Than A Level,40-50%,35-55,False,1,60,20.0,,70.0,,Fail
508517,BBB,2013J,F,No Formal quals,30-40%,0-35,False,2,60,28.0,,74.0,,Fail
508759,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,120,991.0,100.0,83.66666666666667,,Withdrawn
509036,BBB,2013J,F,A Level or Equivalent,60-70%,0-35,False,0,120,127.0,80.0,71.0,,Fail
509236,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,180,99.0,60.0,77.2,,Fail
509258,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,53.0,100.0,83.0,,Fail
509390,BBB,2013J,F,A Level or Equivalent,90-100%,0-35,True,1,120,20.0,93.33333333333333,83.0,,Fail
509607,BBB,2013J,F,Lower Than A Level,Unknown,0-35,False,1,60,1207.0,92.0,88.33333333333333,,Distinction
509845,BBB,2013J,F,A Level or Equivalent,0-10%,0-35,False,0,60,177.0,70.0,53.0,,Withdrawn
509913,BBB,2013J,F,Lower Than A Level,10-20%,35-55,False,0,60,212.0,84.0,71.33333333333333,,Fail
510149,BBB,2013J,F,Lower Than A Level,90-100%,35-55,False,0,180,853.0,96.0,73.16666666666667,,Fail
510438,BBB,2013J,F,A Level or Equivalent,20-30%,35-55,False,0,60,6.0,,,,Fail
510650,BBB,2013J,F,Lower Than A Level,70-80%,0-35,True,0,120,,,,,Withdrawn
510776,BBB,2013J,F,Lower Than A Level,20-30%,0-35,False,1,60,122.0,90.0,76.0,,Fail
510868,BBB,2013J,F,A Level or Equivalent,30-40%,35-55,False,0,90,5.0,,45.75,,Withdrawn
511678,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,120,1962.0,96.0,56.666666666666664,,Pass
512417,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,False,1,60,681.0,96.0,75.0,,Pass
512581,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,1,60,653.0,100.0,74.25,,Fail
512775,BBB,2013J,F,HE Qualification,0-10%,35-55,False,0,90,100.0,66.66666666666667,70.16666666666667,,Pass
512839,BBB,2013J,M,Lower Than A Level,20-30%,0-35,False,0,150,59.0,100.0,79.0,,Fail
512883,BBB,2013J,F,Lower Than A Level,20-30%,0-35,False,2,60,35.0,80.0,39.166666666666664,,Withdrawn
512940,BBB,2013J,F,Lower Than A Level,30-40%,0-35,False,0,60,152.0,84.0,76.16666666666667,,Pass
512977,BBB,2013J,M,A Level or Equivalent,0-10%,0-35,False,0,60,88.0,96.0,77.33333333333333,,Pass
513076,BBB,2013J,F,Lower Than A Level,0-10%,0-35,True,0,120,91.0,70.0,44.666666666666664,,Fail
513648,BBB,2013J,F,A Level or Equivalent,0-10%,0-35,False,0,120,,,,,Withdrawn
513836,BBB,2013J,F,HE Qualification,40-50%,35-55,False,0,60,206.0,100.0,64.0,,Withdrawn
514043,BBB,2013J,F,A Level or Equivalent,60-70%,35-55,False,1,60,71.0,96.0,58.5,,Pass
514074,BBB,2013J,F,A Level or Equivalent,20-30%,35-55,False,0,60,161.0,90.0,50.5,,Withdrawn
514302,BBB,2013J,F,Lower Than A Level,70-80%,35-55,False,0,60,272.0,84.0,67.83333333333333,,Pass
514445,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,120,187.0,86.66666666666667,57.0,,Pass
514776,BBB,2013J,F,Lower Than A Level,40-50%,0-35,True,2,60,360.0,92.0,65.33333333333333,,Fail
514824,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,1,60,,,,,Withdrawn
514864,BBB,2013J,F,Lower Than A Level,10-20%,0-35,False,0,60,723.0,84.0,74.66666666666667,,Pass
515203,BBB,2013J,F,Lower Than A Level,80-90%,0-35,False,0,180,45.0,,59.25,,Fail
515209,BBB,2013J,F,HE Qualification,70-80%,35-55,False,0,120,,,,,Withdrawn
515417,BBB,2013J,M,HE Qualification,0-10%,35-55,False,0,180,17.0,,,,Fail
515646,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,328.0,96.0,70.0,,Pass
515676,BBB,2013J,F,Lower Than A Level,50-60%,0-35,False,0,60,159.0,72.0,66.5,,Pass
516055,BBB,2013J,F,A Level or Equivalent,50-60%,0-35,False,0,120,,,,,Withdrawn
516165,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,0,60,1.0,,,,Withdrawn
516212,BBB,2013J,F,A Level or Equivalent,20-30%,0-35,False,0,60,,,,,Withdrawn
516214,BBB,2013J,F,A Level or Equivalent,40-50%,0-35,False,0,150,43.0,,,,Withdrawn
516364,BBB,2013J,F,Lower Than A Level,70-80%,35-55,False,0,60,143.0,96.0,79.66666666666667,,Withdrawn
516447,BBB,2013J,F,Lower Than A Level,30-40%,0-35,False,2,120,1.0,,,,Withdrawn
516926,BBB,2013J,M,Lower Than A Level,10-20%,0-35,True,0,60,66.0,76.0,56.0,,Fail
517000,BBB,2013J,F,A Level or Equivalent,10-20%,35-55,False,2,60,1326.0,96.0,88.0,,Distinction
517016,BBB,2013J,F,A Level or Equivalent,80-90%,0-35,True,0,60,7.0,,,,Fail
517075,BBB,2013J,F,A Level or Equivalent,40-50%,0-35,False,0,120,,,,,Withdrawn
517231,BBB,2013J,F,A Level or Equivalent,50-60%,35-55,False,0,60,1232.0,96.0,82.2,,Pass
517352,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,241.0,100.0,81.33333333333333,,Pass
517553,BBB,2013J,F,Lower Than A Level,80-90%,0-35,False,1,60,36.0,100.0,82.0,,Withdrawn
517922,BBB,2013J,F,Lower Than A Level,70-80%,0-35,False,0,60,,,,,Withdrawn
518029,BBB,2013J,F,Lower Than A Level,80-90%,0-35,False,1,60,48.0,,,,Withdrawn
518126,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,False,1,120,98.0,80.0,55.2,,Pass
518223,BBB,2013J,M,Lower Than A Level,10-20%,0-35,True,1,60,290.0,64.0,63.166666666666664,,Pass
518258,BBB,2013J,F,Lower Than A Level,70-80%,0-35,False,0,60,1075.0,84.0,68.33333333333333,,Distinction
518496,BBB,2013J,F,Lower Than A Level,70-80%,35-55,True,0,60,297.0,100.0,81.66666666666667,,Pass
519294,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,176.0,84.0,70.6,,Pass
519584,BBB,2013J,F,Lower Than A Level,20-30%,0-35,False,0,60,440.0,84.0,72.83333333333333,,Pass
519622,BBB,2013J,F,A Level or Equivalent,80-90%,0-35,True,1,180,43.0,95.0,80.75,,Fail
519751,BBB,2013J,F,No Formal quals,20-30%,0-35,False,0,60,,,,,Withdrawn
519945,BBB,2013J,F,Lower Than A Level,60-70%,35-55,False,0,60,10.0,,,,Withdrawn
520002,BBB,2013J,F,Lower Than A Level,70-80%,0-35,False,0,120,969.0,100.0,80.0,,Pass
520006,BBB,2013J,F,A Level or Equivalent,80-90%,35-55,False,0,60,88.0,100.0,85.83333333333333,,Distinction
520024,BBB,2013J,F,A Level or Equivalent,10-20%,0-35,False,0,60,98.0,90.0,45.666666666666664,,Withdrawn
520100,BBB,2013J,F,Lower Than A Level,90-100%,0-35,False,0,60,10.0,,67.0,,Fail
520153,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,0,240,,,,,Withdrawn
520286,BBB,2013J,F,Lower Than A Level,60-70%,35-55,False,0,60,413.0,92.0,81.33333333333333,,Distinction
520325,BBB,2013J,F,Lower Than A Level,50-60%,0-35,False,0,60,127.0,92.0,64.33333333333333,,Fail
521209,BBB,2013J,M,Lower Than A Level,0-10%,0-35,False,0,120,,,,,Withdrawn
521341,BBB,2013J,F,HE Qualification,90-100%,35-55,True,0,120,865.0,96.0,70.33333333333333,,Pass
521456,BBB,2013J,F,A Level or Equivalent,0-10%,0-35,False,0,60,,,,,Withdrawn
521509,BBB,2013J,F,Lower Than A Level,40-50%,0-35,False,0,120,98.0,100.0,65.0,,Pass
521590,BBB,2013J,F,Lower Than A Level,0-10%,0-35,False,0,60,703.0,100.0,83.16666666666667,,Pass
521666,BBB,2013J,F,A Level or Equivalent,50-60%,0-35,False,1,120,1.0,,,,Fail
521895,BBB,2013J,F,A Level or Equivalent,Unknown,0-35,False,0,120,75.0,96.0,45.25,,Pass
521957,BBB,2013J,F,Lower Than A Level,70-80%,0-35,False,2,120,93.0,68.57142857142857,51.666666666666664,,Withdrawn
522426,BBB,2013J,F,HE Qualification,70-80%,35-55,False,0,60,506.0,84.0,76.66666666666667,,Pass
522434,BBB,2013J,M,Lower Than A Level,0-10%,35-55,False,0,60,491.0,84.0,69.5,,Pass
522441,BBB,2013J,M,A Level or Equivalent,90-100%,35-55,False,0,60,148.0,100.0,73.16666666666667,,Pass
522443,BBB,2013J,F,A Level or Equivalent,40-50%,35-55,False,0,120,162.0,100.0,76.0,,Fail
522446,BBB,2013J,F,A Level or Equivalent,60-70%,35-55,False,0,60,1537.0,84.0,75.0,,Pass
522529,BBB,2013J,F,A Level or Equivalent,0-10%,35-55,False,0,60,460.0,92.0,78.33333333333333,,Pass
522622,BBB,2013J,F,Lower Than A Level,10-20%,0-35,False,1,120,10.0,75.0,50.833333333333336,,Pass
522650,BBB,2013J,F,Lower Than A Level,90-100%,0-35,False,0,60,27.0,,80.0,,Withdrawn
522714,BBB,2013J,F,A Level or Equivalent,30-40%,0-35,False,0,60,705.0,96.0,85.33333333333333,,Pass
522792,BBB,2013J,F,Lower Than A Level,60-70%,0-35,False,0,60,931.0,85.0,82.4,,Pass
522889,BBB,2013J,F,Lower Than A Level,50-60%,0-35,False,0,60,267.0,96.0,75.83333333333333,,Fail
522891,BBB,2013J,F,Lower Than A Level,50-60%,35-55,False,0,60,295.0,92.0,82.0,,Pass
